FranchiseID,Season,Lg,TeamID,W,L,WL_percentage,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,TopWS,Rien
DAL,1987,NBA,DAL,53,29,.646,2,3.59,97.0,-2.6,112.2,4.2,107.7,-0.3,Lost W. Conf. Finals,hharpede01,
DAL,1986,NBA,DAL,55,27,.671,1,5.54,100.5,-0.3,114.9,6.6,108.7,0.4,Lost W. Conf. 1st Rnd.,ddonalja01,
DAL,1985,NBA,DAL,44,38,.537,3,0.70,102.2,0.1,112.1,4.9,111.0,3.8,Lost W. Conf. Semis,pperkisa01,
DAL,1984,NBA,DAL,44,38,.537,3,1.80,98.8,-3.3,111.5,3.6,109.3,1.4,Lost W. Conf. 1st Rnd.,ddavisbr01,
DAL,1983,NBA,DAL,43,39,.524,2,0.15,99.0,-2.4,110.0,2.4,109.6,2.0,Lost W. Conf. Semis,bblackro01,
DAL,1982,NBA,DAL,38,44,.463,4,-0.70,102.8,-0.3,109.4,4.7,109.8,5.1,,ddavisbr01,
DAL,1981,NBA,DAL,28,54,.341,5,-4.48,98.5,-2.4,105.9,-1.0,110.4,3.5,,vvinceja01,
DAL,1980,NBA,DAL,15,67,.183,6,-8.33,98.6,-3.2,102.4,-3.1,110.8,5.3,,sspanaji01,
DEN,2014,NBA,DEN,28,45,.384,4,-3.13,95.9,2.0,103.7,-1.8,107.1,1.6,,llawsoty01,
DEN,2013,NBA,DEN,36,46,.439,4,-1.40,98.1,4.2,106.0,-0.7,108.2,1.5,,ffarieke01,
DEN,2012,NBA,DEN,57,25,.695,2,5.37,95.1,3.1,110.4,4.5,105.1,-0.8,Lost W. Conf. 1st Rnd.,ffarieke01,
DEN,2011,NBA,DEN,38,28,.576,2,3.16,94.2,2.9,109.2,4.6,106.2,1.6,Lost W. Conf. 1st Rnd.,llawsoty01,
DEN,2010,NBA,DEN,50,32,.610,2,4.81,95.6,3.5,112.3,5.0,107.3,0.0,Lost W. Conf. 1st Rnd.,hhilarne01,
DEN,2009,NBA,DEN,53,29,.646,1,4.15,94.8,2.1,111.8,4.2,107.5,-0.1,Lost W. Conf. 1st Rnd.,hhilarne01,
DEN,2008,NBA,DEN,54,28,.659,1,3.13,94.3,2.6,110.4,2.1,106.8,-1.5,Lost W. Conf. Finals,bbilluch01,
DEN,2007,NBA,DEN,50,32,.610,2,3.74,99.7,7.3,110.0,2.5,106.3,-1.2,Lost W. Conf. 1st Rnd.,iiversal01,
DEN,2006,NBA,DEN,45,37,.549,2,1.69,97.4,5.5,107.6,1.1,105.9,-0.6,Lost W. Conf. 1st Rnd.,ccambyma01,
DEN,2005,NBA,DEN,44,38,.537,1,0.36,93.9,3.4,105.5,-0.7,105.2,-1.0,Lost W. Conf. 1st Rnd.,aanthoca01,
DEN,2004,NBA,DEN,49,33,.598,2,2.23,93.5,2.6,106.0,-0.1,103.9,-2.2,Lost W. Conf. 1st Rnd.,mmillean02,
DEN,2003,NBA,DEN,43,39,.524,6,1.65,93.3,3.2,103.9,1.0,102.7,-0.2,Lost W. Conf. 1st Rnd.,mmillean02,
DEN,2002,NBA,DEN,17,65,.207,7,-7.41,91.0,0.0,92.2,-11.4,101.3,-2.3,,hhowarju01,
DEN,2001,NBA,DEN,27,55,.329,6,-5.19,90.4,-0.3,101.4,-3.1,107.8,3.3,,llafrera01,
DEN,2000,NBA,DEN,40,42,.488,6,-1.83,92.6,1.3,103.7,0.7,106.3,3.3,,mmcdyean01,
DEN,1999,NBA,DEN,35,47,.427,5,-1.76,94.7,1.6,103.5,-0.6,105.8,1.7,,mmcdyean01,
DEN,1998,NBA,DEN,14,36,.280,6,-6.67,90.5,1.6,103.1,0.9,110.4,8.2,,ffortsda01,
DEN,1997,NBA,DEN,11,71,.134,7,-11.74,89.7,-0.6,99.0,-6.0,112.1,7.1,,ggoldwan01,
DEN,1996,NBA,DEN,21,61,.256,5,-6.40,92.4,2.3,104.5,-2.2,111.2,4.5,,jjohnser02,
DEN,1995,NBA,DEN,35,47,.427,4,-2.62,92.2,0.4,105.2,-2.4,108.1,0.5,,mmutomdi01,
DEN,1994,NBA,DEN,41,41,.500,4,0.96,91.5,-1.4,109.1,0.8,108.2,-0.1,Lost W. Conf. 1st Rnd.,mmutomdi01,
DEN,1993,NBA,DEN,42,40,.512,4,1.54,96.1,1.0,103.9,-2.4,102.3,-4.0,Lost W. Conf. Semis,mmutomdi01,
DEN,1992,NBA,DEN,36,46,.439,4,-2.14,99.8,3.0,104.6,-3.4,106.3,-1.7,,mmutomdi01,
DEN,1991,NBA,DEN,24,58,.293,4,-7.59,98.6,2.0,100.7,-7.5,108.6,0.4,,wwillire01,
DEN,1990,NBA,DEN,20,62,.244,7,-10.31,113.7,15.9,105.2,-2.7,114.7,6.8,,aadamsmi01,
DEN,1989,NBA,DEN,43,39,.524,4,1.56,105.4,7.1,108.0,-0.1,106.7,-1.4,Lost W. Conf. 1st Rnd.,lleverfa01,
DEN,1988,NBA,DEN,44,38,.537,3,0.91,107.5,6.9,108.6,0.8,107.1,-0.7,Lost W. Conf. 1st Rnd.,lleverfa01,
DEN,1987,NBA,DEN,54,28,.659,1,3.32,105.5,5.9,110.1,2.1,106.3,-1.7,Lost W. Conf. Semis,lleverfa01,
DEN,1986,NBA,DEN,37,45,.451,4,-1.14,106.2,5.4,109.3,1.0,110.2,1.9,Lost W. Conf. 1st Rnd.,lleverfa01,
DEN,1985,NBA,DEN,47,35,.573,2,0.89,106.7,4.6,107.1,-0.1,105.9,-1.3,Lost W. Conf. Semis,eenglial01,
DEN,1984,NBA,DEN,52,30,.634,1,2.05,107.6,5.5,110.7,2.8,108.4,0.5,Lost W. Conf. Finals,nnattca01,
DEN,1983,NBA,DEN,38,44,.463,3,-1.27,110.5,9.1,111.3,3.7,112.3,4.7,Lost W. Conf. 1st Rnd.,vvandeki01,
DEN,1982,NBA,DEN,45,37,.549,2,0.27,112.1,9.0,109.7,5.0,109.1,4.4,Lost W. Conf. Semis,vvandeki01,
DEN,1981,NBA,DEN,46,36,.561,2,0.13,109.8,8.9,114.3,7.4,113.9,7.0,Lost W. Conf. 1st Rnd.,iisselda01,
DEN,1980,NBA,DEN,37,45,.451,4,-0.95,109.8,8.0,109.4,3.9,109.8,4.3,,iisselda01,
DEN,1979,NBA,DEN,30,52,.366,3,-4.22,103.9,0.8,103.4,-1.9,107.6,2.3,,iisselda01,
DEN,1978,NBA,DEN,47,35,.573,2,1.24,105.9,0.1,104.4,0.6,103.2,-0.6,Lost W. Conf. 1st Rnd.,iisselda01,
DEN,1977,NBA,DEN,48,34,.585,1,0.80,108.5,1.8,102.3,1.4,101.5,0.6,Lost W. Conf. Finals,tthompda01,
DEN,1976,NBA,DEN,50,32,.610,1,4.95,111.2,4.7,100.7,1.2,96.1,-3.4,Lost W. Conf. Semis,jjonesbo01,
DEN,1975,ABA,DNA,60,24,.714,1,5.45,111.2,4.3,108.7,4.6,103.4,-0.7,Lost Finals,iisselda01,
DEN,1974,ABA,DNA,65,19,.774,1,6.63,107.6,4.5,109.4,4.7,102.7,-2.0,Lost W. Div. Finals,jjonesbo01,
DEN,1973,ABA,DNR,37,47,.440,5,-0.49,103.2,0.6,103.1,0.1,103.5,0.5,Lost W. Div. Tiebreaker,rrobisda01,
DEN,1972,ABA,DNR,47,37,.560,3,2.80,106.8,-2.5,103.1,1.3,100.1,-1.7,Lost W. Div. Semis,jjabalwa01,
DEN,1971,ABA,DNR,34,50,.405,4,-0.93,112.8,0.9,98.4,-2.2,99.5,-1.1,Lost W. Div. Semis,ssimpsra01,
DEN,1970,ABA,DNR,30,54,.357,5,-3.15,113.9,2.8,102.8,-2.2,106.3,1.3,Lost W. Div. Tiebreaker,ccannola01,
DEN,1969,ABA,DNR,51,33,.607,1,4.32,107.6,-1.6,106.2,3.5,102.2,-0.5,Lost W. Div. Finals,hhaywosp01,
DEN,1968,ABA,DNR,44,34,.564,3,1.41,106.9,-2.5,106.4,2.4,105.0,1.0,Lost W. Div. Semis,jjonesla01,
DEN,1967,ABA,DNR,45,33,.577,3,3.53,103.0,-4.0,102.0,0.7,97.9,-3.4,Lost W. Div. Semis,jjonesla01,
DET,2014,NBA,DET,28,44,.389,5,-1.57,93.1,-0.8,104.7,-0.8,106.1,0.6,,ddrumman01,
DET,2013,NBA,DET,29,53,.354,4,-4.13,94.9,1.0,105.9,-0.8,109.7,3.0,,ddrumman01,
DET,2012,NBA,DET,29,53,.354,4,-4.33,90.8,-1.2,103.8,-2.1,108.1,2.2,,mmonrogr01,
DET,2011,NBA,DET,25,41,.379,4,-5.19,89.2,-2.1,101.0,-3.6,106.3,1.7,,mmonrogr01,
DET,2010,NBA,DET,30,52,.366,4,-3.78,89.2,-2.9,107.7,0.4,111.7,4.4,,mmonrogr01,
DET,2009,NBA,DET,27,55,.329,5,-5.02,88.5,-4.2,105.6,-2.0,111.4,3.8,,wwallabe01,
DET,2008,NBA,DET,39,43,.476,3,-0.36,86.7,-5.0,107.4,-0.9,108.0,-0.3,Lost E. Conf. 1st Rnd.,pprincta01,
DET,2007,NBA,DET,59,23,.720,1,6.67,87.3,-5.1,111.4,3.9,102.9,-4.6,Lost E. Conf. Finals,bbilluch01,
DET,2006,NBA,DET,53,29,.646,1,3.69,87.3,-4.6,108.9,2.4,104.2,-2.3,Lost E. Conf. Finals,bbilluch01,
DET,2005,NBA,DET,64,18,.780,1,6.24,86.8,-3.7,110.8,4.6,103.1,-3.1,Lost E. Conf. Finals,bbilluch01,
DET,2004,NBA,DET,54,28,.659,1,3.31,87.2,-3.7,105.6,-0.5,101.2,-4.9,Lost Finals,bbilluch01,
DET,2003,NBA,DET,54,28,.659,2,5.04,87.9,-2.2,102.0,-0.9,95.4,-7.5,Won Finals,bbilluch01,
DET,2002,NBA,DET,50,32,.610,1,2.97,86.8,-4.2,104.1,0.5,99.9,-3.7,Lost E. Conf. Finals,wwallabe01,
DET,2001,NBA,DET,50,32,.610,1,1.69,90.0,-0.7,104.8,0.3,102.4,-2.1,Lost E. Conf. Semis,wwallabe01,
DET,2000,NBA,DET,32,50,.390,5,-2.08,94.7,3.4,100.0,-3.0,101.8,-1.2,,sstackje01,
DET,1999,NBA,DET,42,40,.512,4,1.13,95.7,2.6,107.3,3.2,105.8,1.7,Lost E. Conf. 1st Rnd.,hhillgr01,
DET,1998,NBA,DET,29,21,.580,3,3.97,86.3,-2.6,104.2,2.0,100.3,-1.9,Lost E. Conf. 1st Rnd.,hhillgr01,
DET,1997,NBA,DET,37,45,.451,6,1.95,88.2,-2.1,105.3,0.3,103.5,-1.5,,hhillgr01,
DET,1996,NBA,DET,54,28,.659,3,5.45,84.5,-5.6,110.6,3.9,104.4,-2.3,Lost E. Conf. 1st Rnd.,hhillgr01,
DET,1995,NBA,DET,46,36,.561,5,2.45,87.7,-4.1,107.9,0.3,105.1,-2.5,Lost E. Conf. 1st Rnd.,hhillgr01,
DET,1994,NBA,DET,28,54,.341,7,-7.08,93.2,0.3,105.1,-3.2,112.9,4.6,,hhillgr01,
DET,1993,NBA,DET,20,62,.244,7,-7.46,94.2,-0.9,102.7,-3.6,110.9,4.6,,mmillste01,
DET,1992,NBA,DET,40,42,.488,6,-1.10,93.2,-3.6,107.4,-0.6,108.9,0.9,,ddumarjo01,
DET,1991,NBA,DET,48,34,.585,3,2.06,91.6,-5.0,107.5,-0.7,105.3,-2.9,Lost E. Conf. 1st Rnd.,rrodmade01,
DET,1990,NBA,DET,50,32,.610,2,3.08,91.9,-5.9,108.2,0.3,104.6,-3.3,Lost E. Conf. Finals,ddumarjo01,
DET,1989,NBA,DET,59,23,.720,1,5.41,94.4,-3.9,109.9,1.8,103.5,-4.6,Won Finals,llaimbbi01,
DET,1988,NBA,DET,63,19,.768,1,6.24,95.5,-5.1,110.8,3.0,104.7,-3.1,Won Finals,llaimbbi01,
DET,1987,NBA,DET,54,28,.659,1,5.46,98.3,-1.3,110.5,2.5,105.3,-2.7,Lost Finals,ddantlad01,
DET,1986,NBA,DET,52,30,.634,2,3.51,101.0,0.2,109.2,0.9,105.8,-2.5,Lost E. Conf. Finals,llaimbbi01,
DET,1985,NBA,DET,46,36,.561,3,1.44,104.2,2.1,109.0,1.8,107.9,0.7,Lost E. Conf. 1st Rnd.,llaimbbi01,
DET,1984,NBA,DET,46,36,.561,2,2.73,105.0,2.9,109.6,1.7,107.2,-0.7,Lost E. Conf. Semis,tthomais01,
DET,1983,NBA,DET,49,33,.598,2,3.52,103.8,2.4,111.5,3.9,108.1,0.5,Lost E. Conf. 1st Rnd.,llaimbbi01,
DET,1982,NBA,DET,37,45,.451,3,-0.17,105.8,2.7,105.4,0.7,105.8,1.1,,llaimbbi01,
DET,1981,NBA,DET,39,43,.476,3,-0.63,104.3,3.4,105.8,-1.1,106.6,-0.3,,ttripuke01,
DET,1980,NBA,DET,21,61,.256,6,-5.58,101.2,-0.6,98.1,-7.4,104.3,-1.2,,ttylerte01,
DET,1979,NBA,DET,16,66,.195,6,-7.57,107.1,4.0,101.2,-4.1,108.8,3.5,,llaniebo01,
DET,1978,NBA,DET,30,52,.366,4,-2.60,107.2,1.4,102.1,-1.7,104.6,0.8,,ccarrml01,
DET,1977,NBA,DET,38,44,.463,4,-1.22,107.7,1.0,100.3,-0.6,101.5,0.6,,llaniebo01,
DET,1976,NBA,DET,44,38,.537,2,-1.00,108.8,2.3,100.3,0.8,101.3,1.8,Lost W. Conf. 1st Rnd.,llaniebo01,
DET,1975,NBA,DET,36,46,.439,2,-1.18,105.2,-0.3,99.2,0.9,100.2,1.9,Lost W. Conf. Semis,llaniebo01,
DET,1974,NBA,DET,40,42,.488,3,-1.19,100.5,-4.0,98.3,0.6,99.7,2.0,Lost W. Conf. 1st Rnd.,llaniebo01,
DET,1973,NBA,DET,52,30,.634,3,4.02,106.5,-1.3,97.6,-0.1,93.8,-3.9,Lost W. Conf. Semis,llaniebo01,
DET,1972,NBA,DET,40,42,.488,3,0.54,111.5,0.8,98.4,1.6,98.2,1.4,,llaniebo01,
DET,1971,NBA,DET,26,56,.317,4,-6.11,112.8,0.8,96.1,-1.8,102.2,4.3,,llaniebo01,
DET,1970,NBA,DET,45,37,.549,4,-0.33,111.3,-3.8,98.1,0.9,98.7,1.5,,bbingda01,
DET,1969,NBA,DET,31,51,.378,7,-2.94,111.6,-5.5,100.1,1.1,103.1,4.1,,wwalkeji01,
DET,1968,NBA,DET,32,50,.390,6,-2.79,116.8,-0.1,97.3,1.8,100.0,4.5,,hhairsha01,
DET,1967,NBA,DET,40,42,.488,4,-1.70,122.0,2.2,96.7,-0.1,98.4,1.6,Lost E. Div. Semis,bbingda01,
DET,1966,NBA,DET,30,51,.370,5,-4.98,121.5,-0.1,90.9,-5.2,95.4,-0.7,,ddebusda01,
DET,1965,NBA,DET,22,58,.275,5,-6.07,123.4,2.0,89.4,-5.5,94.9,0.0,,mmilesed01,
DET,1964,NBA,DET,31,49,.388,4,-3.03,119.2,1.9,90.5,-3.1,93.3,-0.3,,ddischte01,
DET,1963,NBA,DET,23,57,.288,5,-6.77,115.9,2.7,92.5,-2.1,99.1,4.5,,hhowelba01,
DET,1962,NBA,DET,34,46,.425,3,-3.38,120.3,5.3,94.2,-1.7,97.3,1.4,Lost W. Div. Semis,hhowelba01,
DET,1961,NBA,DET,37,43,.463,3,-1.72,124.1,2.8,92.8,-0.8,94.2,0.6,Lost W. Div. Finals,hhowelba01,
DET,1960,NBA,DET,34,45,.430,3,-2.11,126.0,2.5,93.8,1.7,95.6,3.5,Lost W. Div. Semis,hhowelba01,
DET,1959,NBA,DET,30,45,.400,2,-3.45,123.1,0.8,89.8,-1.3,92.6,1.5,Lost W. Div. Semis,sshuege01,
DET,1958,NBA,DET,28,44,.389,3,-1.36,117.8,5.8,88.4,-1.8,89.4,-0.8,Lost W. Div. Semis,mmcguidi01,
DET,1957,NBA,DET,33,39,.458,2,-2.32,118.8,1.8,88.2,-0.6,90.1,1.3,Lost W. Div. Finals,yyardlge01,
DET,1956,NBA,FTW,34,38,.472,3,-2.18,107.7,2.8,88.8,-0.1,91.0,2.1,Lost W. Div. Semis,yyardlge01,
DET,1955,NBA,FTW,37,35,.514,1,0.45,103.2,0.4,90.7,0.4,90.0,-0.3,Lost Finals,ffoustla01,
DET,1954,NBA,FTW,43,29,.597,1,2.01,100.7,2.6,91.2,1.4,88.9,-0.9,Lost Finals,ffoustla01,
DET,1953,NBA,FTW,40,32,.556,3,1.45,86.9,3.3,89.0,1.5,87.2,-0.3,Eliminated in W. Div. Rnd. Robin,ffoustla01,
DET,1952,NBA,FTW,36,33,.522,3,0.17,91.1,10.6,87.6,-0.4,87.7,0.0,Lost W. Div. Finals,ffoustla01,
DET,1951,NBA,FTW,29,37,.439,4,-1.83,90.1,4.3,85.6,-1.3,87.9,1.0,Lost W. Div. Semis,ffoustla01,
DET,1950,NBA,FTW,32,36,.471,3,-1.81,102.4,16.9,82.0,-3.1,83.8,-1.3,Lost W. Div. Semis,sschaufr01,
DET,1949,NBA,FTW,40,28,.588,3,1.84,,,,,,,Lost Central Div. Finals,sschaufr01,
DET,1948,BAA,FTW,22,38,.367,5,-2.85,,,,,,,,nniemiri01,
GSW,2014,NBA,GSW,59,13,.819,1,10.61,98.1,4.2,111.6,6.1,100.5,-5.0,,ccurryst01,
GSW,2013,NBA,GSW,51,31,.622,2,5.15,96.2,2.3,107.5,0.8,102.6,-4.1,Lost W. Conf. 1st Rnd.,ccurryst01,
GSW,2012,NBA,GSW,47,35,.573,2,1.32,94.5,2.5,106.4,0.5,105.5,-0.4,Lost W. Conf. Semis,ccurryst01,
GSW,2011,NBA,GSW,23,43,.348,4,-2.79,92.3,1.0,105.4,0.8,109.1,4.5,,lleeda02,
GSW,2010,NBA,GSW,36,46,.439,3,-2.00,94.8,2.7,108.2,0.9,110.7,3.4,,ccurryst01,
GSW,2009,NBA,GSW,26,56,.317,4,-3.28,100.4,7.7,108.1,0.5,111.7,4.1,,mmaggeco01,
GSW,2008,NBA,GSW,29,53,.354,3,-3.80,98.2,6.5,109.5,1.2,113.3,5.0,,bbiedran01,
GSW,2007,NBA,GSW,48,34,.585,3,2.38,98.8,6.4,111.8,4.3,109.5,2.0,,eellismo01,
GSW,2006,NBA,GSW,42,40,.512,3,0.00,99.2,7.3,107.0,0.5,107.4,0.9,Lost W. Conf. Semis,bbiedran01,
GSW,2005,NBA,GSW,34,48,.415,5,-1.11,93.3,2.8,104.8,-1.4,106.2,0.0,,rrichaja01,
GSW,2004,NBA,GSW,34,48,.415,5,-1.74,93.3,2.4,104.7,-1.4,106.9,0.8,,rrichaja01,
GSW,2003,NBA,GSW,37,45,.451,4,-0.07,89.8,-0.3,103.0,0.1,103.8,0.9,,ddampier01,
GSW,2002,NBA,GSW,38,44,.463,6,-0.60,94.2,3.2,108.3,4.7,109.5,5.9,,jjamisan01,
GSW,2001,NBA,GSW,21,61,.256,7,-4.80,94.5,3.8,102.8,-1.7,108.5,4.0,,jjamisan01,
GSW,2000,NBA,GSW,17,65,.207,7,-8.11,94.1,2.8,97.8,-5.2,107.4,4.4,,jjamisan01,
GSW,1999,NBA,GSW,19,63,.232,6,-7.63,95.4,2.3,99.8,-4.3,108.4,4.3,,mmarshdo01,
GSW,1998,NBA,GSW,21,29,.420,6,-2.63,88.9,0.0,98.4,-3.8,101.1,-1.1,,mmarshdo01,
GSW,1997,NBA,GSW,19,63,.232,6,-9.20,91.4,1.1,95.8,-9.2,105.7,0.7,,mmarshdo01,
GSW,1996,NBA,GSW,30,52,.366,7,-4.90,91.9,1.8,107.2,0.5,112.2,5.5,,ssprewla01,
GSW,1995,NBA,GSW,36,46,.439,6,-1.42,93.4,1.6,108.4,0.8,109.9,2.3,,aarmstbj01,
GSW,1994,NBA,GSW,26,56,.317,6,-4.90,97.9,5.0,106.7,-1.6,112.2,3.9,,hhardati01,
GSW,1993,NBA,GSW,50,32,.610,3,1.76,99.1,4.0,108.3,2.0,106.5,0.2,Lost W. Conf. 1st Rnd.,ssprewla01,
GSW,1992,NBA,GSW,34,48,.415,6,-0.94,99.5,2.7,109.2,1.2,110.2,2.2,,hhardati01,
GSW,1991,NBA,GSW,55,27,.671,2,3.77,103.4,6.8,113.6,5.4,109.9,1.7,Lost W. Conf. 1st Rnd.,mmullich01,
GSW,1990,NBA,GSW,44,38,.537,4,1.72,103.6,5.8,111.9,4.0,110.3,2.4,Lost W. Conf. Semis,mmullich01,
GSW,1989,NBA,GSW,37,45,.451,5,-2.55,105.9,7.6,109.6,1.5,112.6,4.5,,mmullich01,
GSW,1988,NBA,GSW,43,39,.524,4,-0.59,107.3,6.7,107.4,-0.4,107.7,-0.1,Lost W. Conf. Semis,mmullich01,
GSW,1987,NBA,GSW,20,62,.244,5,-8.38,101.6,2.0,104.7,-3.3,112.9,4.9,,hhiggiro01,
GSW,1986,NBA,GSW,42,40,.512,3,-2.54,101.7,0.9,108.9,0.6,111.2,2.9,Lost W. Conf. Semis,ffloydsl01,
GSW,1985,NBA,GSW,30,52,.366,6,-3.59,104.2,2.1,108.3,1.1,111.6,4.4,,ffloydsl01,
GSW,1984,NBA,GSW,22,60,.268,6,-7.21,103.2,1.1,106.0,-1.9,113.0,5.1,,sshortpu01,
GSW,1983,NBA,GSW,37,45,.451,5,-3.35,103.3,1.9,105.5,-2.1,108.8,1.2,,sshortpu01,
GSW,1982,NBA,GSW,30,52,.366,5,-3.48,104.0,0.9,103.9,-0.8,107.4,2.7,,ccarrojo01,
GSW,1981,NBA,GSW,45,37,.549,4,0.80,101.4,0.5,108.8,1.9,107.7,0.8,,kkingbe01,
GSW,1980,NBA,GSW,39,43,.476,4,-1.41,101.0,-0.8,108.5,3.0,109.7,4.2,,kkingbe01,
GSW,1979,NBA,GSW,24,58,.293,6,-4.20,100.5,-2.6,102.0,-3.3,106.3,1.0,,pparkeso01,
GSW,1978,NBA,GSW,38,44,.463,6,0.46,102.2,-3.6,102.4,-1.4,102.0,-1.8,,llucasjo01,
GSW,1977,NBA,GSW,43,39,.524,5,0.41,106.0,-0.7,99.6,-1.3,99.3,-1.6,,bbarryri01,
GSW,1976,NBA,GSW,46,36,.561,3,3.10,107.8,1.3,102.4,2.9,99.5,0.0,Lost W. Conf. Semis,bbarryri01,
GSW,1975,NBA,GSW,59,23,.720,1,6.23,108.3,2.8,100.6,2.3,94.5,-3.8,Lost W. Conf. Finals,bbarryri01,
GSW,1974,NBA,GSW,48,34,.585,1,2.86,107.6,3.1,100.4,2.7,97.3,-0.4,Won Finals,bbarryri01,
GSW,1973,NBA,GSW,44,38,.537,2,2.42,108.9,1.1,100.8,3.1,98.4,0.7,,bbarryri01,
GSW,1972,NBA,GSW,47,35,.573,2,3.12,112.2,1.5,96.8,0.0,94.0,-2.8,Lost W. Conf. Finals,bbarryri01,
GSW,1971,NBA,GSW,51,31,.622,2,0.92,113.0,1.0,95.6,-2.3,94.9,-3.0,Lost W. Conf. Semis,mmullije01,
GSW,1970,NBA,SFW,41,41,.500,2,-0.83,113.5,-1.6,94.2,-3.0,95.5,-1.7,Lost W. Conf. Semis,llucasje01,
GSW,1969,NBA,SFW,30,52,.366,6,-4.15,116.3,-0.8,94.8,-4.2,98.6,-0.4,,llucasje01,
GSW,1968,NBA,SFW,41,41,.500,3,-1.53,117.1,0.2,92.2,-3.3,93.5,-2.0,Lost W. Div. Semis,mmullije01,
GSW,1967,NBA,SFW,43,39,.524,3,-0.66,123.6,3.8,94.1,-2.7,94.6,-2.2,Lost W. Div. Finals,llarusru01,
GSW,1966,NBA,SFW,44,37,.543,1,2.58,127.4,5.8,95.3,-0.8,93.1,-3.0,Lost Finals,bbarryri01,
GSW,1965,NBA,SFW,35,45,.438,4,-2.36,124.6,3.2,92.6,-2.3,94.8,-0.1,,bbarryri01,
GSW,1964,NBA,SFW,17,63,.213,5,-5.49,119.7,2.4,87.7,-5.9,92.8,-0.8,,cchambwi01,
GSW,1963,NBA,SFW,48,32,.600,1,4.41,115.1,1.9,93.0,-1.6,88.6,-6.0,Lost Finals,cchambwi01,
GSW,1962,NBA,SFW,31,49,.388,4,-1.86,123.2,8.2,95.2,-0.7,96.8,0.9,,cchambwi01,
GSW,1961,NBA,PHW,49,31,.613,2,2.63,131.1,9.8,94.5,0.9,92.4,-1.2,Lost E. Div. Finals,cchambwi01,
GSW,1960,NBA,PHW,46,33,.582,2,0.89,132.0,8.5,91.2,-0.9,90.5,-1.6,Lost E. Div. Semis,cchambwi01,
GSW,1959,NBA,PHW,49,26,.653,2,2.77,133.3,11.0,88.7,-2.4,86.8,-4.3,Lost E. Div. Finals,cchambwi01,
GSW,1958,NBA,PHW,32,40,.444,4,-2.29,118.4,6.4,86.7,-3.5,89.3,-0.9,,aarizipa01,
GSW,1957,NBA,PHW,37,35,.514,3,0.21,117.8,0.8,88.3,-0.5,88.4,-0.4,Lost E. Div. Finals,jjohnsne01,
GSW,1956,NBA,PHW,37,35,.514,3,1.54,108.0,3.1,92.4,3.5,90.9,2.0,Lost E. Div. Semis,jjohnsne01,
GSW,1955,NBA,PHW,45,27,.625,1,3.82,108.5,5.7,94.6,4.3,90.7,0.4,Won Finals,jjohnsne01,
GSW,1954,NBA,PHW,33,39,.458,4,-0.19,102.9,4.8,89.6,-0.2,89.9,0.1,,jjohnsne01,
GSW,1953,NBA,PHW,29,43,.403,4,-1.89,89.4,5.8,86.7,-0.8,89.0,1.5,,jjohnsne01,
GSW,1952,NBA,PHW,12,57,.174,5,-7.75,94.9,14.4,83.9,-4.1,91.4,3.7,,jjohnsne01,
GSW,1951,NBA,PHW,33,33,.500,4,-1.08,95.5,9.7,89.5,2.6,90.8,3.9,Lost E. Div. Semis,aarizipa01,
GSW,1950,NBA,PHW,40,26,.606,1,3.40,99.3,13.8,84.8,-0.3,81.0,-4.1,Lost E. Div. Semis,aarizipa01,
GSW,1949,NBA,PHW,26,42,.382,4,-2.27,,,,,,,Lost E. Div. Semis,mmogusle01,
GSW,1948,BAA,PHW,28,32,.467,4,0.21,,,,,,,Lost E. Div. Semis,ssadowed01,
GSW,1947,BAA,PHW,27,21,.563,1,0.69,,,,,,,Lost Finals,ddallmho01,
GSW,1946,BAA,PHW,35,25,.583,2,3.16,,,,,,,Won Finals,ffulksjo01,
HOU,2014,NBA,HOU,49,23,.681,2,3.50,96.4,2.5,106.6,1.1,103.3,-2.2,,hhardeja01,
HOU,2013,NBA,HOU,54,28,.659,2,5.06,96.3,2.4,111.0,4.3,106.3,-0.4,Lost W. Conf. 1st Rnd.,hhardeja01,
HOU,2012,NBA,HOU,45,37,.549,3,3.69,96.1,4.1,109.7,3.8,106.1,0.2,Lost W. Conf. 1st Rnd.,hhardeja01,
HOU,2011,NBA,HOU,34,32,.515,4,0.57,91.7,0.4,105.5,0.9,105.2,0.6,,ddragigo01,
HOU,2010,NBA,HOU,43,39,.524,5,2.37,94.2,2.1,111.3,4.0,109.0,1.7,,mmartike02,
HOU,2009,NBA,HOU,42,40,.512,3,-0.02,94.0,1.3,107.6,0.0,108.0,0.4,,sscolalu01,
HOU,2008,NBA,HOU,53,29,.646,2,3.73,90.2,-1.5,108.4,0.1,104.0,-4.3,Lost W. Conf. Semis,mmingya01,
HOU,2007,NBA,HOU,55,27,.671,3,4.83,90.4,-2.0,106.8,-0.7,101.6,-5.9,Lost W. Conf. 1st Rnd.,mmingya01,
HOU,2006,NBA,HOU,52,30,.634,3,5.04,90.7,-1.2,106.0,-0.5,100.7,-5.8,Lost W. Conf. 1st Rnd.,bbattish01,
HOU,2005,NBA,HOU,34,48,.415,5,-1.30,88.0,-2.5,101.6,-4.6,103.3,-2.9,,mmingya01,
